,train,val,test
15,TCGA-B0-4833-01Z-00-DX1.8fdfe3f1-fd35-48de-8b87-b68e901cd883,TCGA-CJ-4894-01Z-00-DX1.9076806D-75AA-42E9-9EEF-B5A0541280B4,TCGA-EV-5903-01Z-00-DX1.04ef7cdf-b282-4ad3-917d-31bb7b379559
16,TCGA-UW-A7GR-01Z-00-DX1.094D510F-5348-4543-9F18-73815250F824,TCGA-B9-5156-01Z-00-DX1.200621df-b59f-4c69-957c-65aebfe855a8,TCGA-BQ-7044-01Z-00-DX1.82831b80-af50-4d10-9f92-821079af66fa
17,TCGA-KN-8433-01Z-00-DX1.4AE64138-3E04-46AC-B905-52CB71261230,TCGA-SX-A7SP-01Z-00-DX1.093B9AC2-423B-4E58-BDD9-47FD5A6EA94A,TCGA-BQ-7056-01Z-00-DX1.33a679b4-c0cc-4d96-bcc0-f8c62cf1ae3c
18,TCGA-KL-8338-01Z-00-DX1.c3febc9e-8adc-49e0-9ce1-9d2dcc79c09c,TCGA-A4-A48D-01Z-00-DX1.005D0B63-B612-4273-86B5-DBAE5246024C,TCGA-UZ-A9PP-01Z-00-DX1.2754A8FC-28CB-40B9-8617-3FAB4C83F4C8
19,TCGA-KM-A7QH-01Z-00-DX1.8CBB8760-A00D-4289-AD09-959FEC2EC03C,TCGA-G7-A8LE-01Z-00-DX1.EBF92326-187F-4EC2-8CF2-791D43473D72,TCGA-G7-6792-01Z-00-DX1.450a6858-3f25-4d1e-a6f5-67289e33e3de
20,TCGA-KO-8415-01Z-00-DX1.CB5F5330-C4E6-4ABB-B9A5-92F94EF23837,TCGA-A4-A5Y0-01Z-00-DX1.9DAC8A20-9DA3-4B67-A4A5-A7C28CA95A56,TCGA-BQ-5892-01Z-00-DX1.f3a4da33-2b60-4b8e-b623-7b6237106a4c
21,TCGA-KL-8337-01Z-00-DX1.78306056-304b-44c3-87cd-46d3785b7204,TCGA-P4-AAVL-01Z-00-DX1.6A86A318-057A-468D-826E-3B5C8B224266,TCGA-DW-7838-01Z-00-DX1.08AE47C1-7A7C-4D7A-A485-13F37341D1AC
22,TCGA-KL-8328-01Z-00-DX1.497ddcb5-0436-4c76-a633-4744e24e6efe,TCGA-UZ-A9PM-01Z-00-DX1.059B869D-B4B4-45FE-BEFC-AA2896122C83,TCGA-HE-A5NF-01Z-00-DX1.74ABE42F-E64E-4550-AD8B-8B6DCEA84FE7
23,TCGA-KM-A7QL-01Z-00-DX1.2447532C-3635-4F36-952E-F5A5A566A7DB,TCGA-BQ-7058-01Z-00-DX1.b2419f7a-e4af-467d-a0ee-c00b7ac33bdc,TCGA-BQ-7049-01Z-00-DX1.e8ee8dc0-2d78-47a3-bf1c-505cbcd6ca3f
24,TCGA-UW-A7GY-01Z-00-DX1.CD2CCA5D-C92B-409C-B5D6-1EB7C8A0B4CD,TCGA-A4-8630-01Z-00-DX1.D00486C1-1E74-4B8A-AC00-9E2365F20383,TCGA-P4-A5ED-01Z-00-DX1.A7EA95E0-6B91-40AD-AB13-10A21EC5EF38
25,TCGA-NP-A5GZ-01Z-00-DX1.07B19B85-A1CE-4AF2-B3E2-C86D11FAC907,TCGA-IA-A40Y-01Z-00-DX1.E8D91A02-A0BD-4974-8CF9-68DC1AF506EF,TCGA-Y8-A898-01Z-00-DX1.DB759C9A-0A6C-4F57-8AAB-D1B1DFDE44EC
26,TCGA-UW-A7GR-11Z-00-DX1.33EC231A-1C19-48A5-B37E-14C79191DDD6,TCGA-O9-A75Z-01Z-00-DX1.BC6BD21E-6875-4182-B143-B1F656229416,TCGA-SX-A7SU-01Z-00-DX1.3EB1265B-F8CF-4703-88DB-7DC4E1D7E9C8
27,TCGA-KM-A7QB-01Z-00-DX1.CC441A0F-8A5C-4406-8A8D-86CB62E7B114,TCGA-Q2-A5QZ-01Z-00-DX1.66131B27-D89A-4BCC-A25A-1A4B9682199C,TCGA-AL-A5DJ-01Z-00-DX1.AF15A60D-67BF-47AB-8AE3-CCBE6DDAF86D
28,TCGA-KM-A7QK-01Z-00-DX1.8D69EA34-F28A-4267-8A82-159FB2B7008B,TCGA-B1-A47O-01Z-00-DX1.AFF4F6F0-BF6F-45DE-BC24-A25F5CD3B43A,TCGA-B3-A6W5-01Z-00-DX2.B7C13C84-9D45-4285-8D7F-8FE148E9F42F
29,TCGA-KM-8476-01Z-00-DX1.BDC7C35E-1B36-4CF6-9CF0-B63C68724EF2,TCGA-SX-A7SR-01Z-00-DX1.BC6D7CCB-DCD5-45B4-A278-F7EA589D695F,TCGA-KM-A7QA-01Z-00-DX1.971BE7D3-6E83-44C9-AFC4-50FE85E9C982
30,TCGA-KO-8411-01Z-00-DX1.57A47A81-003C-4F34-B8FA-D1313114892F,TCGA-DW-5561-01Z-00-DX1.a37c0e14-0562-414b-a467-bb171c5aed52,TCGA-UW-A7GK-11Z-00-DX1.123382DA-3237-4467-ADDD-21A1617DF4E8
31,TCGA-KM-A7QD-01Z-00-DX1.E1FCB533-0017-4A90-9835-6CD26FEA30CA,TCGA-KL-8336-01Z-00-DX1.bfba9373-efa8-4573-8ee6-8ac961f0b65a,TCGA-NP-A5H7-01Z-00-DX1.3AEF89FD-4E13-433C-85D8-C8F9F9EA9EF3
32,TCGA-B9-A44B-01Z-00-DX1.0DB33EE7-EA4F-45E1-A90D-E5635383E6F7,TCGA-KM-A7QE-01Z-00-DX1.82CBD529-FBB8-4969-A6E0-B563F0C9D73B,TCGA-KM-8477-01Z-00-DX1.5419F74B-EE1C-47C3-A5A7-B22768E613A8
33,TCGA-GL-A9DC-01Z-00-DX1.DA670BF2-BF5C-4030-BD2A-CBA313CAB188,TCGA-UW-A7GC-01Z-00-DX1.D2D6FCC6-719A-4C03-A496-E23D18655538,TCGA-UW-A7GI-01Z-00-DX1.4A1709FC-F8F3-4509-A011-10CBF1B53DA9
34,TCGA-DW-7841-01Z-00-DX1.AE67F0A7-FF07-4C2E-9EF3-5CD6DEA14FE1,TCGA-UW-A72L-01Z-00-DX1.0A459BE8-D799-441D-85C0-B02AF6EDC806,TCGA-UW-A7GI-11Z-00-DX1.3D506541-C999-4897-B21B-2211ADB364AE
35,TCGA-5P-A9JW-01Z-00-DX1.36EC2D9D-7CC2-42BF-A482-AE28F9A5DAC7,TCGA-KO-8407-01Z-00-DX1.4EB39EA8-2A33-48E1-88A6-EE3B544249AB,TCGA-KL-8342-01Z-00-DX1.a0dac779-03d7-4041-9e56-b33e548d5567
36,TCGA-J7-8537-01Z-00-DX1.B12AEE27-040A-477F-86D2-58F0CEA38456,TCGA-NP-A5H6-01Z-00-DX1.49B2A361-7BCD-4321-8372-8BAB636E812F,TCGA-KM-A7QG-01Z-00-DX1.7275EEF1-1D4E-4471-89C3-5B99EC03515E
37,TCGA-IA-A40X-01Z-00-DX1.AE832D8E-57E9-466C-B9BA-D71851219986,TCGA-UW-A7GN-01Z-00-DX1.0DCDED5B-B0D4-4B0F-81DB-1534E331ED3C,TCGA-UW-A7GP-11Z-00-DX1.C89DD837-4B77-4CB5-8FAB-DF9315892B9B
38,TCGA-DW-7834-01Z-00-DX1.2AA52DDF-EA4F-4C8D-81A7-90A49FE86A35,TCGA-UW-A72J-01Z-00-DX1.B62772BA-DC29-40C9-B5C8-AC47AFA0437D,TCGA-KN-8429-01Z-00-DX1.473181A7-5F6A-4B68-B6E0-44EF34F67DA0
39,TCGA-BQ-7061-01Z-00-DX1.dfc7df2a-4789-477b-b53c-14cad8e76616,TCGA-KN-8431-01Z-00-DX1.BAEA4392-5CD8-4B28-8A47-E9DCE88F5820,TCGA-KM-8443-01Z-00-DX1.A97D876A-6453-4335-B805-C54529D3915F
40,TCGA-B1-A47M-01Z-00-DX1.B049A5A8-406C-4208-BB5E-2CA42D063D16,TCGA-KL-8339-01Z-00-DX1.5826ea77-f0a1-4b47-acd7-62a6ba878dec,TCGA-KM-A7QI-01Z-00-DX1.D5284A3E-891C-4750-BE93-C09C7F23C95C
41,TCGA-DW-7840-01Z-00-DX1.797DFE79-C506-4F49-812F-B19F3C440D7A,TCGA-UW-A7GG-11Z-00-DX1.35E063D3-7E85-4BEB-9807-26F96CE31364,TCGA-NP-A5H1-01Z-00-DX1.ABF28359-B224-4C36-9217-C6DB90692848
42,TCGA-GL-A59T-01Z-00-DX1.93128005-E121-4B81-9E9E-B05EAB93230E,TCGA-UW-A72M-01Z-00-DX1.D2F473F4-24A1-4F02-B02E-C5A0390F0C8F,TCGA-KM-A7QJ-01Z-00-DX1.5011C41F-4385-4AB2-8AFE-5409125EDC31
43,TCGA-AL-3468-01Z-00-DX1.F86A4811-D60C-4845-A7A5-B7C7BE202202,TCGA-KL-8340-01Z-00-DX1.85fe33f4-87d5-4e36-9389-d093cde30f80,TCGA-KL-8346-01Z-00-DX1.af2fc9c2-98b7-471f-9777-08c7cc8c734e
44,TCGA-DW-5560-01Z-00-DX1.d3da6f16-6a12-417b-8555-585f5097d4f4,TCGA-KL-8332-01Z-00-DX1.3a375f5f-38e4-4022-8b36-5d8547870417,
45,TCGA-UZ-A9PR-01Z-00-DX1.B0118472-5A2A-43FB-9345-D28362745C78,,
46,TCGA-MH-A854-01Z-00-DX1.DB5B7519-1C0F-4328-A128-FA17C2F29064,,
47,TCGA-BQ-5894-01Z-00-DX1.8fa5886a-0e66-4fe1-9c96-14b9d8d13db7,,
