,train,val,test
16,TCGA-KM-8476-01Z-00-DX1.BDC7C35E-1B36-4CF6-9CF0-B63C68724EF2,TCGA-CJ-5677-01Z-00-DX1.46FEF9C4-445C-4046-9ACC-54402E3702A9,TCGA-CZ-5462-01Z-00-DX1.270f84aa-9ae5-4de7-adb3-8b3ea53aeba1
17,TCGA-UW-A7GU-01Z-00-DX1.30C1C11C-4113-4F8D-8372-5EE3DD33564D,TCGA-A3-3328-01Z-00-DX1.8FA7DFCD-D6FD-4950-9E44-E5AB0B91E33D,TCGA-CJ-4895-01Z-00-DX1.C4089710-6CCB-4591-ACF6-B0AAC187690F
18,TCGA-UW-A72N-01Z-00-DX1.458F977B-AA32-4073-BDC6-FCAD44C6B83D,TCGA-B0-5812-01Z-00-DX1.668e75ce-2d02-47aa-9ce4-9931dd53e9a4,TCGA-G6-A8L7-01Z-00-DX1.6EE9797B-5DBA-48D9-A62A-9C9791CC54AE
19,TCGA-KO-8417-01Z-00-DX1.E145D87F-24DC-4336-98BD-2D142079D73D,TCGA-T7-A92I-01Z-00-DX3.FC717D92-13BD-4968-8E82-0CC53EB6D5D1,TCGA-B0-5117-01Z-00-DX1.d847a765-e0f0-4dfe-89e6-d85a1145e3ad
20,TCGA-NP-A5H7-01Z-00-DX1.3AEF89FD-4E13-433C-85D8-C8F9F9EA9EF3,TCGA-T7-A92I-01Z-00-DX1.3B036C1D-F8A7-475F-9830-C0972AD3889F,TCGA-B0-4849-01Z-00-DX1.979ac1bc-d04f-470d-bed2-85d3bd3cd912
21,TCGA-UW-A7GN-01Z-00-DX1.0DCDED5B-B0D4-4B0F-81DB-1534E331ED3C,TCGA-T7-A92I-01Z-00-DX2.87A6A24E-42E3-4107-AE91-369C0D168556,TCGA-BP-4770-01Z-00-DX1.d8a5f4f9-c07d-4465-823f-6c4b3759b4ad
22,TCGA-KO-8407-01Z-00-DX1.4EB39EA8-2A33-48E1-88A6-EE3B544249AB,TCGA-BP-4349-01Z-00-DX1.ddae244f-3487-48d0-bf0a-358a73d97d27,TCGA-B0-5115-01Z-00-DX1.f07e128b-5a67-409a-a420-ce953f291364
23,TCGA-KL-8344-01Z-00-DX1.fdcc3157-799f-42ed-99dc-b13d381d9230,TCGA-CJ-6030-01Z-00-DX1.A762AB76-62E5-4680-9912-8B6D7FC48FF9,TCGA-CJ-5676-01Z-00-DX1.9B227E1C-E4E1-4E1B-97CB-A4B8F2D27DC6
24,TCGA-KM-A7QB-01Z-00-DX1.CC441A0F-8A5C-4406-8A8D-86CB62E7B114,TCGA-BP-4774-01Z-00-DX1.2451bdbc-a9a7-4ac6-95bc-d8e263356206,TCGA-CJ-5678-01Z-00-DX1.E71A7F98-7D7F-4DFC-920F-27000010217F
25,TCGA-KN-8423-01Z-00-DX1.EE5F8790-38EB-437F-9C5A-BC6FB58F6ACD,TCGA-BP-4771-01Z-00-DX1.7b5ab331-81fe-4688-91ad-851a44191841,TCGA-A3-3378-01Z-00-DX1.71ddeb47-c8e2-4ae8-b481-50f73c905e16
26,TCGA-KL-8343-01Z-00-DX1.e5aeff79-6d98-4c53-923e-a8fe204fbb43,TCGA-B0-4839-01Z-00-DX1.0c13b082-d7e6-4327-b5cc-ab6bd99b78aa,TCGA-AK-3460-01Z-00-DX1.022F845F-72ED-482C-8AC6-F0DCF1CA8581
27,TCGA-KN-8427-01Z-00-DX1.8B2A5B0B-977E-4ED9-A9D2-23FFFBA43B7C,TCGA-AK-3427-01Z-00-DX1.bddd6316-1f27-40d7-8cdc-e19e58ef420d,TCGA-B0-4833-01Z-00-DX1.8fdfe3f1-fd35-48de-8b87-b68e901cd883
28,TCGA-KN-8434-01Z-00-DX1.EC2C42B5-DB0D-44A3-8224-E982201AE337,TCGA-AK-3427-01Z-00-DX2.f79ddc05-97bc-49a0-9e0b-25f5e325555a,TCGA-AK-3461-01Z-00-DX1.C63E8820-0A22-4567-B986-2958B4B73EA9
29,TCGA-UW-A72I-01Z-00-DX1.EAA44029-3390-4AEF-8B86-E4A1F64E486C,TCGA-B8-4153-01Z-00-DX1.55bba0a1-79c2-475d-ae98-81a17d832ba6,TCGA-AK-3444-01Z-00-DX1.1F0E0B47-29FF-456F-800A-539983FDCFAA
30,TCGA-UW-A72M-01Z-00-DX1.D2F473F4-24A1-4F02-B02E-C5A0390F0C8F,TCGA-A3-3347-01Z-00-DX1.a06c9ca5-97d5-46a8-95e5-7bf9570a6dc7,TCGA-CJ-4636-01Z-00-DX1.828E1165-8011-4DEB-A7F0-BECF570F310F
31,TCGA-UW-A7GU-11Z-00-DX1.BC340CDF-7F82-4314-86BA-E003AE43389D,TCGA-B4-5378-01Z-00-DX1.E38DB70A-5A21-48E7-92BA-832F702772D5,TCGA-B0-4818-01Z-00-DX1.b5b74b2d-0d2f-40b3-81c9-e2b570da5918
32,TCGA-WN-A9G9-01Z-00-DX1.20459843-E1C1-45A2-929D-6F50FAEBAD18,TCGA-CJ-6027-01Z-00-DX1.ADA07C08-C97A-4F41-9467-8F4F49F96EDA,TCGA-B0-4817-01Z-00-DX1.92c7c348-7373-4ebc-9459-c8122e6eeb41
33,TCGA-BQ-5880-01Z-00-DX1.c1d047b5-0fce-4f4f-b888-5ecbb6762cc8,TCGA-BP-4968-01Z-00-DX1.e2dfdd69-2fc4-4ed9-96aa-ad88424d2989,TCGA-EU-5904-01Z-00-DX1.1eb3086c-abb3-4640-838d-6b1a8fb4ff4d
34,TCGA-BQ-7050-01Z-00-DX1.73bc7fb6-4eaf-464c-848a-61c0a9827251,TCGA-CJ-4893-01Z-00-DX1.056F80C3-B340-465A-B2A7-0523CEEA0219,TCGA-BP-4975-01Z-00-DX1.3b4b3a5f-f2c1-41d7-9590-11dc5a6265d9
35,TCGA-DW-7834-01Z-00-DX1.2AA52DDF-EA4F-4C8D-81A7-90A49FE86A35,TCGA-CJ-4899-01Z-00-DX1.D37DAF6F-9F3A-4A11-B4B6-37169AB592D9,TCGA-A3-A6NN-01Z-00-DX1.4769C9A7-02D2-4080-8AA1-CD34F11CB344
36,TCGA-A4-A48D-01Z-00-DX1.005D0B63-B612-4273-86B5-DBAE5246024C,TCGA-CJ-4638-01Z-00-DX1.DD6F1D27-5258-4831-A296-427338F6C9A1,TCGA-B0-4694-01Z-00-DX1.beeee877-b7f3-4110-84e9-2db8be5667f5
37,TCGA-B3-3926-01Z-00-DX1.c08ae7f5-da56-497b-899a-025697f03ff1,TCGA-A3-3319-01Z-00-DX1.38d515b4-6488-421a-9d61-d1e92d98ddbe,TCGA-AK-3450-01Z-00-DX1.84C9CCDE-F1FD-4BDC-B819-25078EF350A5
38,TCGA-B3-4104-01Z-00-DX1.0783e269-2e8a-4f32-b910-807a727db247,TCGA-CJ-6032-01Z-00-DX1.37FA1176-310F-4A01-B944-501129FB797D,TCGA-A3-3329-01Z-00-DX1.4da187d6-f0d4-4f4b-95d3-c12d660d4bb2
39,TCGA-SX-A7SM-01Z-00-DX1.567A7D93-3511-4AB5-AF26-019994048AF5,TCGA-B0-5402-01Z-00-DX1.dc8a5519-2b6f-473e-9420-b26e59f7c4c9,TCGA-CJ-4643-01Z-00-DX1.50F38125-1825-4B66-A171-4C92279E306D
40,TCGA-MH-A561-01Z-00-DX1.773B7CD9-EB27-416B-BA09-EE351CF7AA30,TCGA-CJ-4920-01Z-00-DX1.103EF882-1E2D-443D-AEBC-EFC39CD5376F,TCGA-A3-3385-01Z-00-DX1.c7b1827d-aa03-4622-a736-e6f27992b7cd
41,TCGA-GL-A9DD-01Z-00-DX1.5D3D0A33-11D9-4820-8EA0-C22BE8DC125E,TCGA-B0-4836-01Z-00-DX1.941575cb-e795-4c45-ab74-640e2684c340,TCGA-BP-4976-01Z-00-DX1.da190cd4-651e-47d9-8573-afb8395c02bc
42,TCGA-5P-A9JW-01Z-00-DX1.36EC2D9D-7CC2-42BF-A482-AE28F9A5DAC7,TCGA-A3-3306-01Z-00-DX1.bfd320d3-f3ec-4015-b34a-98e9967ea80d,TCGA-B8-5550-01Z-00-DX1.f9c84121-b555-486b-9049-9b87c7268e0a
43,TCGA-A4-7828-01Z-00-DX1.66478CFF-76ED-4A04-A046-26155E15F124,TCGA-AK-3458-01Z-00-DX1.45890D8B-B66A-49C9-983A-4A2AD6722076,TCGA-A3-3358-01Z-00-DX1.1bd1c720-f6db-4837-8f83-e7476dd2b0a3
44,TCGA-BQ-5875-01Z-00-DX1.8dfe43ac-98ed-49b7-9da0-8a831f323edd,TCGA-BP-4159-01Z-00-DX1.e3affffd-b9fa-4874-8c2f-427458d18020,TCGA-BP-5202-01Z-00-DX1.d7e64bbb-d747-4a01-a5d6-26ad5a1e8a13
45,TCGA-2Z-A9J8-01Z-00-DX1.27D9327E-905A-418B-BDC1-B2320D98F5F3,TCGA-B0-5695-01Z-00-DX1.60ef3025-1240-4d7d-b73f-28b27fa094d8,TCGA-B0-5098-01Z-00-DX1.d9298d58-2fd2-4cfd-9900-6e0b7ebfc9c9
46,TCGA-IA-A83V-01Z-00-DX1.EE259178-18DB-4C20-9325-C53C4F002BB7,TCGA-BP-5181-01Z-00-DX1.cc8df798-7f23-43a8-abb4-96e84afa2271,TCGA-CJ-4637-01Z-00-DX1.5632396E-A880-4686-9E94-89E3F01AFBFB
47,TCGA-B3-8121-01Z-00-DX1.1F484841-E8CA-4783-B75A-7923A11D5BDA,TCGA-BP-5007-01Z-00-DX1.3d9c2588-3310-4fbc-8bc0-7185e9b0d83b,TCGA-A3-3320-01Z-00-DX1.81f8b962-a7a3-43ba-ab12-d92eb91f97b2
48,,TCGA-A3-A6NL-01Z-00-DX1.7796AE2F-CC39-4266-A740-DBB04ACA869D,TCGA-BP-4965-01Z-00-DX1.80afb4f3-e44e-4e99-8047-102be4aad2de
49,,TCGA-A3-3363-01Z-00-DX1.6d933fa1-b68c-483f-819c-5a85f0389e6c,TCGA-AK-3455-01Z-00-DX1.58C308CD-4338-47E2-A8B0-EA0649F33358
50,,TCGA-B8-4154-01Z-00-DX1.b74b690e-366d-4eff-b216-c01a75596902,TCGA-AK-3445-01Z-00-DX1.FAD9A2F0-BDF8-445B-93C2-70AE41E246FB
51,,TCGA-B0-5116-01Z-00-DX1.48fbc5d2-2fda-4ad3-86ee-ab43fb0f56cb,TCGA-A3-3362-01Z-00-DX1.69196ce3-b7ec-4e76-966d-18aeb48f103c
52,,TCGA-B8-5158-01Z-00-DX1.bf87760d-1ce2-4df9-a1a5-74f90d668ef2,TCGA-BP-4964-01Z-00-DX1.b7ed6f65-4382-4f19-8fef-1e677cadde75
53,,TCGA-AK-3434-01Z-00-DX1.996B7B9A-9036-4C09-87DD-552170EE956D,TCGA-A3-3352-01Z-00-DX1.a2f02c84-0201-417c-a719-7964f5fbfd3c
54,,TCGA-B8-A54I-01Z-00-DX1.76B5A794-746B-47DC-A771-3B56F24EF28B,TCGA-AK-3453-01Z-00-DX1.39B363CD-9995-4077-9C44-3A2F4792A510
55,,TCGA-B8-4622-01Z-00-DX1.4b46b786-3c2d-4520-a405-5ea10d346b74,TCGA-BP-4351-01Z-00-DX1.48d043e8-8e71-48e7-8c72-9fafcf93df01
56,,TCGA-AK-3456-01Z-00-DX1.E853A155-6567-49B7-8364-C63BBEFC1339,TCGA-A3-3313-01Z-00-DX1.10f8cd5e-1c4f-4bb4-96f3-c612f093fc80
57,,TCGA-B8-A54J-01Z-00-DX1.D9DA4491-BC23-4AA4-92CB-26956C78A034,TCGA-B0-5094-01Z-00-DX1.eac31fe2-09da-4ecf-8e25-c073cbb03295
58,,TCGA-CJ-4639-01Z-00-DX1.78EC26B2-D619-4E01-AD44-813201E96DBB,TCGA-CZ-4861-01Z-00-DX1.c36faa05-5e3b-4711-897e-c91f84405870
59,,TCGA-B0-5710-01Z-00-DX1.1d30af81-4ce1-4574-9bca-c8f3e1f7f209,TCGA-BP-5178-01Z-00-DX1.4d59b151-8cc6-451a-b009-a4f3a46ae653
60,,TCGA-DV-5566-01Z-00-DX1.715a6d3c-1172-4f06-8077-32d2a4efb5b3,TCGA-BP-4337-01Z-00-DX1.5c88395f-317b-4cc5-8945-16c7cdb0876e
61,,TCGA-BP-4340-01Z-00-DX1.29f86b4c-2e25-4279-90ac-c147b3b5fb89,TCGA-B0-5707-01Z-00-DX1.a531abb4-5981-4fa2-a6e0-a2e3b64b0688
62,,TCGA-BP-4967-01Z-00-DX1.25615528-2d42-4b48-b086-2e851f4fee6e,TCGA-BP-4761-01Z-00-DX1.a53a55ed-a49f-4b4e-ba94-f64da0eedc4f
63,,TCGA-B0-4827-01Z-00-DX1.c08eeafe-d2d4-41d1-a8f5-eacd1b0e601f,TCGA-B0-5092-01Z-00-DX1.9b3a2c5c-4614-41bc-973c-601ad1f4d962
64,,TCGA-BP-4327-01Z-00-DX1.fd80b9b2-ec68-4e6a-b0ce-a08c9baba9b7,TCGA-B8-5545-01Z-00-DX1.28896ee1-da73-432d-b6f7-f0e9bc911aa8
65,,TCGA-BP-4763-01Z-00-DX1.6f3d1ec1-6404-42a9-9668-2cf0ac931a46,TCGA-B4-5832-01Z-00-DX1.0ED42E9A-83D1-4008-B775-A934E06D2629
66,,TCGA-BP-4789-01Z-00-DX1.be26bdc8-622c-493e-847d-229f6649c24a,TCGA-BP-4352-01Z-00-DX1.fc671377-0f49-4a28-93fe-0409be6a7473
67,,TCGA-B2-5635-01Z-00-DX1.04222a5c-a2b2-4206-8a54-66c7474982d8,TCGA-B0-5077-01Z-00-DX1.f2aac4d2-8db1-4f99-855e-705ac1eddbef
68,,TCGA-CJ-4874-01Z-00-DX1.614D8D7D-E9FA-464D-A90F-C5C789664287,TCGA-CJ-4634-01Z-00-DX1.565F5F92-0011-454D-9D1F-1F87603197F9
69,,TCGA-A3-3382-01Z-00-DX1.38cdb806-248a-4030-8a47-b5ce266991de,TCGA-CJ-5672-01Z-00-DX1.E319BB3C-61C0-4324-A448-57B5EC921C17
70,,TCGA-B0-5085-01Z-00-DX1.29c82ff0-9e4d-477f-a8d9-8931c69e58f8,TCGA-A3-A8OX-01Z-00-DX1.5A010A2C-0F08-4FF7-A78B-B42198DAF505
71,,TCGA-BP-5006-01Z-00-DX1.98cb6ac9-bb30-4b71-aa66-0d08f80ecd55,TCGA-B0-5693-01Z-00-DX1.357ab4bd-c410-4843-96a2-8b6c5b56d9d6
72,,TCGA-CZ-5985-01Z-00-DX1.d04f9dbf-987e-4640-847c-9d263b15b4bc,TCGA-CJ-4644-01Z-00-DX1.130EA9F0-3583-492D-96DF-7BE75F3F4624
73,,TCGA-BP-4345-01Z-00-DX1.5ada8b8e-40c4-4035-b34a-7bb0a0bb0005,TCGA-A3-3316-01Z-00-DX1.d6248cf8-7b02-4dce-8c91-1b91751cf1ee
74,,TCGA-A3-3325-01Z-00-DX1.53D2B035-AD02-4B52-803B-1CE584C59175,TCGA-B8-4151-01Z-00-DX1.70d1897f-f121-4e02-a028-91fadeff2229
75,,TCGA-BP-5190-01Z-00-DX1.1bc4a76e-f264-45fc-ad34-6c77593c4cc4,TCGA-CZ-5464-01Z-00-DX1.093c64f0-b49e-48a8-a3af-ed0af4b6a548
76,,TCGA-B0-4813-01Z-00-DX1.8ea2278c-1446-4820-986d-79e4c0080b88,TCGA-CJ-4892-01Z-00-DX1.7732DE46-3F0B-4B38-A352-552F6F8A5CF3
77,,TCGA-A3-3387-01Z-00-DX1.01a24641-ab38-41bc-9151-48e262eb4826,TCGA-B0-5713-01Z-00-DX1.afdee2d7-be99-4a3f-addf-b4942b891e7a
78,,TCGA-BP-4970-01Z-00-DX1.0075f8d7-796e-4294-b585-3a0bdc29235a,TCGA-B0-4824-01Z-00-DX1.c454abac-df1a-4610-be22-49358c436f8d
79,,TCGA-BP-4982-01Z-00-DX1.c2a2e876-e500-412f-b937-30a3824af803,TCGA-BP-4331-01Z-00-DX1.59a3b421-c402-451e-ad82-dda54583d3d4
80,,TCGA-B0-4847-01Z-00-DX1.d3846058-14c5-40c7-bee9-e2ffe42b5729,TCGA-A3-A8OU-01Z-00-DX1.5BF363CE-9DB1-40BB-9E77-CF930F12B1B8
81,,TCGA-CZ-5989-01Z-00-DX1.c6fd2257-4742-4c4e-ade2-995f54f1cfa8,TCGA-B4-5836-01Z-00-DX1.5F2DDC1A-9DA3-46B7-A0B8-E4BBE1658110
82,,TCGA-BP-4346-01Z-00-DX1.e2f7b4ce-fbe8-482e-822e-ef428731f68b,TCGA-B0-4706-01Z-00-DX1.a29630d2-be74-4245-8d47-2e1694bea5e4
83,,TCGA-B0-4697-01Z-00-DX1.f897b21b-75c7-4ebc-86d9-8d783b39fefa,TCGA-CJ-4876-01Z-00-DX1.CE682056-925D-456B-AD68-53975CC082D5
84,,TCGA-B0-5109-01Z-00-DX1.7d4f557d-d4f5-4c89-886c-49ff27fd063a,TCGA-A3-3367-01Z-00-DX1.9fca6a91-bb71-4632-8b20-e9f4d7030699
85,,TCGA-BP-4355-01Z-00-DX1.d66c8a3b-0bc0-4a40-93e7-005bef5cf25c,TCGA-BP-4993-01Z-00-DX1.9eb12eba-9015-4f39-a241-8038ab4ae4a7
86,,TCGA-AK-3465-01Z-00-DX1.17a6b1da-f8b4-4bfb-98f0-6cf6a71f27d7,TCGA-BP-4343-01Z-00-DX1.262f0e99-f404-4232-bd7a-b23f2ebefc49
87,,TCGA-BP-4960-01Z-00-DX1.8ed78985-d391-4756-ab30-eca545091013,TCGA-B0-5400-01Z-00-DX1.2f9e8c7f-9e35-493d-ae23-f13782a2c5c2
88,,TCGA-B8-5552-01Z-00-DX1.391C74B0-7381-40F8-88AF-B1687CB39F11,TCGA-B8-A7U6-01Z-00-DX1.43BCA7B2-823E-4F38-BCF0-865E0FFF892A
89,,TCGA-BP-4803-01Z-00-DX1.6d00ac00-b812-44bf-a826-b24194bd8ab0,TCGA-EU-5907-01Z-00-DX1.22c3e851-d286-437f-b7ac-50350a001888
90,,TCGA-BP-4797-01Z-00-DX1.ede57976-a7d8-4534-bba3-3a3472fefd62,TCGA-CJ-5680-01Z-00-DX1.116A7D3A-9505-40B7-AAB3-DC48A85AEAE9
91,,TCGA-AK-3425-01Z-00-DX1.39FD616C-3050-41E1-BF80-D2069E492FDE,TCGA-CZ-5454-01Z-00-DX1.c82ae31e-d805-4f7c-aca5-894ccf9fdd47
92,,TCGA-CJ-4908-01Z-00-DX1.3B9E62AC-B67F-4AAC-9255-8A1EB3A78473,TCGA-GK-A6C7-01Z-00-DX1.291DEE77-CD13-4D8E-BA35-6EC15F45D264
93,,TCGA-B8-4619-01Z-00-DX1.2738922d-4a07-45b3-968b-83994e9a0ed6,TCGA-CJ-4905-01Z-00-DX1.D9E4CA77-5766-43EA-83BA-1C70E28661C1
94,,TCGA-BP-4977-01Z-00-DX1.b40b5355-757d-42cc-91b2-333871afbb57,TCGA-B0-5121-01Z-00-DX1.3e7c6f3c-998a-465f-a464-c301e71f2a89
95,,TCGA-B4-5838-01Z-00-DX1.0CC46AA4-5C2C-46FD-9C94-BD96FF287218,TCGA-BP-4972-01Z-00-DX1.912c5a3d-2c86-4c39-8c12-dcc0a18440e7
96,,TCGA-BP-4986-01Z-00-DX1.5ec99523-8b9a-482a-8e74-f5b9a076a986,TCGA-BP-5182-01Z-00-DX1.7c434449-e102-47ca-ab56-94f0621811f6
97,,TCGA-A3-3323-01Z-00-DX1.8225cfd4-6b2c-48b8-bd78-fd574557b4e8,TCGA-B0-5698-01Z-00-DX1.e7739945-c890-46f9-ba2b-f2cd2ae39567
98,,TCGA-BP-4971-01Z-00-DX1.182dfca9-308e-4cb6-8c29-2d9d3bae4f91,TCGA-A3-3324-01Z-00-DX1.43959e95-b823-4614-9552-52a432f7d115
99,,TCGA-B0-5696-01Z-00-DX1.73c27995-9401-43bd-80ff-6ee9dadcbd5a,TCGA-BP-5192-01Z-00-DX1.a907179e-7b54-4315-bed1-6f1f12609cc9
100,,TCGA-BP-5194-01Z-00-DX1.396df9e6-7305-4e25-9c15-64bbc431e568,TCGA-CZ-5988-01Z-00-DX1.7ba4c0f1-0301-4128-819a-15958727dba7
101,,TCGA-EU-5906-01Z-00-DX1.49598f26-e980-424e-be04-98c9f6cb3d25,TCGA-6D-AA2E-01Z-00-DX1.81E7420E-9C8B-4076-A604-F2B2AD3340D5
102,,TCGA-CJ-5683-01Z-00-DX1.4758DFEF-5B66-43AC-B88B-FFF4079DB129,TCGA-DV-5576-01Z-00-DX1.ddd18b71-fc48-40f7-bc87-fb50d9ff468c
103,,TCGA-CJ-5689-01Z-00-DX1.1CA26D07-2719-4EE4-98F8-01E0551E937C,TCGA-A3-3383-01Z-00-DX1.47624bec-fdf1-48d6-8cd6-04cad2948117
104,,TCGA-B2-3924-01Z-00-DX1.751b1107-fa18-4df5-89ae-42d06caf9b74,TCGA-BP-4991-01Z-00-DX1.71305f5c-ca59-48fa-bb82-4b441c1fffdc
105,,TCGA-B0-4844-01Z-00-DX1.18c475a1-24a9-473b-82e7-0caa621d18b1,TCGA-AK-3426-01Z-00-DX1.65794348-1156-4211-B63A-AE2FFF1B0C26
106,,TCGA-MM-A564-01Z-00-DX1.F8F976F5-500F-4B3F-BF0E-EC3D126AF7D3,TCGA-BP-4799-01Z-00-DX1.bf24e85e-66d4-4cf6-ad5d-9a7e1d27d008
107,,TCGA-MM-A564-01Z-00-DX2.C54B9A26-7221-4B29-8331-6D8F8F52B058,TCGA-B8-4621-01Z-00-DX1.1b685a91-fb7c-4803-b6c9-3891234d197d
108,,TCGA-B0-4816-01Z-00-DX1.6cc0b334-b885-4cdc-a2a8-cd3efaa2e241,TCGA-B2-A4SR-01Z-00-DX1.CC86884F-7784-495E-AFA0-FE57E4E6BADF
109,,TCGA-A3-A8OW-01Z-00-DX1.B173FC44-8708-4255-AF01-9D8194F0BCA1,TCGA-DV-5575-01Z-00-DX1.2f0a5606-1df8-4c3d-aba5-60f3b7d023e5
110,,TCGA-AK-3428-01Z-00-DX1.E437BB00-F731-4B71-9A78-5BC7CA0F08AF,TCGA-B0-4690-01Z-00-DX1.efecabc0-bb34-41e4-b631-0b2043826124
111,,TCGA-BP-5180-01Z-00-DX1.accba421-72e5-41f9-8830-ef4aa84e79ec,TCGA-A3-3349-01Z-00-DX1.206c2817-1b93-4fdf-8128-3f6e3b4935b6
112,,TCGA-BP-4766-01Z-00-DX1.486396b5-44b4-4595-938d-f68c173bb499,TCGA-CJ-4888-01Z-00-DX1.3C25F016-BC38-4B8A-9DCF-6ACCDEEC2525
113,,TCGA-AK-3440-01Z-00-DX1.ea0763b1-4262-4c75-9f76-080af1ffeab7,TCGA-CJ-5684-01Z-00-DX1.140EAE71-7E0C-43C0-ACA3-465D0B16A605
114,,TCGA-B0-4810-01Z-00-DX1.c3874ffc-31ff-41c3-a474-48e2ff90783c,TCGA-CZ-4864-01Z-00-DX1.4c3b083b-cfd3-4b75-9a5f-49286af1b433
115,,TCGA-B0-4852-01Z-00-DX1.b3511f16-8d4e-4fa4-9f67-8309f277f167,TCGA-BP-5191-01Z-00-DX1.4942ebf2-cef3-4cff-8430-b377d274952f
